id,inst_type,inst_id,US_region,PUI_RI,world_region,Other_inst_type
1_2019-2020,offer_institutions,4675,NA,NA,NA,NA
2_2019-2020,offer_institutions,3103,Northeast,RI,USA,US college or university
3_2019-2020,offer_institutions,4675,NA,NA,NA,NA
4_2019-2020,offer_institutions,4675,NA,NA,NA,NA
5_2019-2020,offer_institutions,0,NA,NA,NA,NA
6_2019-2020,offer_institutions,4675,NA,NA,NA,NA
7_2019-2020,offer_institutions,3665,Northeast,RI,USA,US college or university
8_2019-2020,offer_institutions,4675,NA,NA,NA,NA
9_2019-2020,offer_institutions,0,NA,NA,NA,NA
10_2019-2020,offer_institutions,4675,NA,NA,NA,NA
11_2019-2020,offer_institutions,4675,NA,NA,NA,NA
12_2019-2020,offer_institutions,4330,NA,RI,European,NA
13_2019-2020,offer_institutions,4675,NA,NA,NA,NA
14_2019-2020,offer_institutions,4675,NA,NA,NA,NA
15_2019-2020,offer_institutions,3780,Midwest,RI,USA,US college or university
16_2019-2020,offer_institutions,4675,NA,NA,NA,NA
17_2019-2020,offer_institutions,4675,NA,NA,NA,NA
18_2019-2020,offer_institutions,4675,NA,NA,NA,NA
19_2019-2020,offer_institutions,3939,Southeast,RI,USA,US college or university
20_2019-2020,offer_institutions,4675,NA,NA,NA,NA
21_2019-2020,offer_institutions,4675,NA,NA,NA,NA
22_2019-2020,offer_institutions,4675,NA,NA,NA,NA
23_2019-2020,offer_institutions,0,NA,NA,NA,NA
24_2019-2020,offer_institutions,4675,NA,NA,NA,NA
25_2019-2020,offer_institutions,4675,NA,NA,NA,NA
26_2019-2020,offer_institutions,4675,NA,NA,NA,NA
27_2019-2020,offer_institutions,2210,Midwest,PUI,USA,US college or university
28_2019-2020,offer_institutions,4675,NA,NA,NA,NA
29_2019-2020,offer_institutions,4675,NA,NA,NA,NA
30_2019-2020,offer_institutions,4675,NA,NA,NA,NA
31_2019-2020,offer_institutions,4675,NA,NA,NA,NA
32_2019-2020,offer_institutions,0,NA,NA,NA,NA
33_2019-2020,offer_institutions,4675,NA,NA,NA,NA
34_2019-2020,offer_institutions,4675,NA,NA,NA,NA
35_2019-2020,offer_institutions,4675,NA,NA,NA,NA
36_2019-2020,offer_institutions,4675,NA,NA,NA,NA
37_2019-2020,offer_institutions,4675,NA,NA,NA,NA
38_2019-2020,offer_institutions,195,Southwest,RI,USA,US college or university
39_2019-2020,offer_institutions,4675,NA,NA,NA,NA
40_2019-2020,offer_institutions,4675,NA,NA,NA,NA
41_2019-2020,offer_institutions,3610,Northeast,RI,USA,US college or university
43_2019-2020,offer_institutions,4675,NA,NA,NA,NA
44_2019-2020,offer_institutions,3794,Rocky Mountains,RI,USA,US college or university
46_2019-2020,offer_institutions,4675,NA,NA,NA,NA
47_2019-2020,offer_institutions,4675,NA,NA,NA,NA
48_2019-2020,offer_institutions,4675,NA,NA,NA,NA
49_2019-2020,offer_institutions,4675,NA,NA,NA,NA
50_2019-2020,offer_institutions,4675,NA,NA,NA,NA
51_2019-2020,offer_institutions,4675,NA,NA,NA,NA
52_2019-2020,offer_institutions,2965,Northeast,RI,USA,US college or university
53_2019-2020,offer_institutions,4675,NA,NA,NA,NA
54_2019-2020,offer_institutions,958,Northeast,RI,USA,US college or university
55_2019-2020,offer_institutions,3677,Southeast,RI,USA,US college or university
56_2019-2020,offer_institutions,4675,NA,NA,NA,NA
57_2019-2020,offer_institutions,4675,NA,NA,NA,NA
58_2019-2020,offer_institutions,4312,NA,RI,Western Pacific,NA
59_2019-2020,offer_institutions,3762,Southeast,RI,USA,US college or university
60_2019-2020,offer_institutions,4675,NA,NA,NA,NA
61_2019-2020,offer_institutions,4675,NA,NA,NA,NA
62_2019-2020,offer_institutions,708,Southwest,PUI,USA,US college or university
63_2019-2020,offer_institutions,0,NA,NA,NA,NA
64_2019-2020,offer_institutions,3095,Pacific,PUI,USA,US college or university
65_2019-2020,offer_institutions,195,Southwest,RI,USA,US college or university
66_2019-2020,offer_institutions,0,NA,NA,NA,NA
67_2019-2020,offer_institutions,0,NA,NA,NA,NA
68_2019-2020,offer_institutions,0,NA,NA,NA,NA
69_2019-2020,offer_institutions,4675,NA,NA,NA,NA
70_2019-2020,offer_institutions,4165,Pacific,PUI,USA,US college or university
71_2019-2020,offer_institutions,0,NA,NA,NA,NA
72_2019-2020,offer_institutions,195,Southwest,RI,USA,US college or university
73_2019-2020,offer_institutions,4675,NA,NA,NA,NA
74_2019-2020,offer_institutions,4675,NA,NA,NA,NA
75_2019-2020,offer_institutions,4675,NA,NA,NA,NA
76_2019-2020,offer_institutions,4675,NA,NA,NA,NA
77_2019-2020,offer_institutions,4675,NA,NA,NA,NA
78_2019-2020,offer_institutions,4675,NA,NA,NA,NA
79_2019-2020,offer_institutions,0,NA,NA,NA,NA
80_2019-2020,offer_institutions,1213,Southeast,RI,USA,US college or university
81_2019-2020,offer_institutions,4675,NA,NA,NA,NA
82_2019-2020,offer_institutions,4675,NA,NA,NA,NA
83_2019-2020,offer_institutions,4675,NA,NA,NA,NA
84_2019-2020,offer_institutions,271,Midwest,RI,USA,US college or university
85_2019-2020,offer_institutions,2965,Northeast,RI,USA,US college or university
86_2019-2020,offer_institutions,2247,Northeast,PUI,USA,US college or university
87_2019-2020,offer_institutions,299,Southwest,RI,USA,US college or university
88_2019-2020,offer_institutions,4675,NA,NA,NA,NA
90_2019-2020,offer_institutions,4675,NA,NA,NA,NA
91_2019-2020,offer_institutions,4675,NA,NA,NA,NA
92_2019-2020,offer_institutions,2680,Northeast,RI,USA,US college or university
93_2019-2020,offer_institutions,4675,NA,NA,NA,NA
94_2019-2020,offer_institutions,3793,Rocky Mountains,RI,USA,US college or university
95_2019-2020,offer_institutions,4091,Pacific,RI,USA,US college or university
96_2019-2020,offer_institutions,4675,NA,NA,NA,NA
97_2019-2020,offer_institutions,4675,NA,NA,NA,NA
98_2019-2020,offer_institutions,4675,NA,NA,NA,NA
99_2019-2020,offer_institutions,3921,Southeast,PUI,USA,US college or university
100_2019-2020,offer_institutions,4675,NA,NA,NA,NA
101_2019-2020,offer_institutions,3490,Rocky Mountains,PUI,USA,US college or university
102_2019-2020,offer_institutions,4675,NA,NA,NA,NA
103_2019-2020,offer_institutions,4675,NA,NA,NA,NA
104_2019-2020,offer_institutions,4675,NA,NA,NA,NA
105_2019-2020,offer_institutions,4675,NA,NA,NA,NA
106_2019-2020,offer_institutions,4675,NA,NA,NA,NA
107_2019-2020,offer_institutions,4675,NA,NA,NA,NA
108_2019-2020,offer_institutions,799,Southeast,PUI,USA,US college or university
109_2019-2020,offer_institutions,4675,NA,NA,NA,NA
110_2019-2020,offer_institutions,4675,NA,NA,NA,NA
111_2019-2020,offer_institutions,4504,NA,RI,European,NA
112_2019-2020,offer_institutions,1517,Northeast,PUI,USA,US college or university
113_2019-2020,offer_institutions,899,Southeast,PUI,USA,US college or university
114_2019-2020,offer_institutions,241,Midwest,PUI,USA,US college or university
115_2019-2020,offer_institutions,1894,Northeast,RI,USA,US college or university
116_2019-2020,offer_institutions,0,NA,NA,NA,NA
117_2019-2020,offer_institutions,4675,NA,NA,NA,NA
118_2019-2020,offer_institutions,4675,NA,NA,NA,NA
119_2019-2020,offer_institutions,1791,Southeast,RI,USA,US college or university
120_2019-2020,offer_institutions,0,NA,NA,NA,NA
121_2019-2020,offer_institutions,4675,NA,NA,NA,NA
122_2019-2020,offer_institutions,4675,NA,NA,NA,NA
123_2019-2020,offer_institutions,3729,Noncontiguous,RI,USA,US college or university
124_2019-2020,offer_institutions,4675,NA,NA,NA,NA
125_2019-2020,offer_institutions,4675,NA,NA,NA,NA
126_2019-2020,offer_institutions,4539,NA,PUI,Eastern Mediterranean,NA
127_2019-2020,offer_institutions,4675,NA,NA,NA,NA
128_2019-2020,offer_institutions,0,NA,NA,NA,NA
129_2019-2020,offer_institutions,4675,NA,NA,NA,NA
130_2019-2020,offer_institutions,2541,Pacific,PUI,USA,US college or university
131_2019-2020,offer_institutions,4675,NA,NA,NA,NA
132_2019-2020,offer_institutions,3774,Midwest,PUI,USA,US college or university
133_2019-2020,offer_institutions,4675,NA,NA,NA,NA
134_2019-2020,offer_institutions,3568,Southeast,PUI,USA,US college or university
135_2019-2020,offer_institutions,4675,NA,NA,NA,NA
136_2019-2020,offer_institutions,4675,NA,NA,NA,NA
137_2019-2020,offer_institutions,3767,Northeast,RI,USA,US college or university
138_2019-2020,offer_institutions,2503,Midwest,PUI,USA,US college or university
139_2019-2020,offer_institutions,4675,NA,NA,NA,NA
140_2019-2020,offer_institutions,4675,NA,NA,NA,NA
141_2019-2020,offer_institutions,4675,NA,NA,NA,NA
142_2019-2020,offer_institutions,4675,NA,NA,NA,NA
143_2019-2020,offer_institutions,4675,NA,NA,NA,NA
144_2019-2020,offer_institutions,4675,NA,NA,NA,NA
145_2019-2020,offer_institutions,1437,Pacific,PUI,USA,US college or university
146_2019-2020,offer_institutions,4675,NA,NA,NA,NA
147_2019-2020,offer_institutions,4675,NA,NA,NA,NA
148_2019-2020,offer_institutions,4675,NA,NA,NA,NA
149_2019-2020,offer_institutions,4675,NA,NA,NA,NA
150_2019-2020,offer_institutions,4675,NA,NA,NA,NA
151_2019-2020,offer_institutions,4675,NA,NA,NA,NA
152_2019-2020,offer_institutions,4675,NA,NA,NA,NA
153_2019-2020,offer_institutions,3808,Southeast,RI,USA,US college or university
155_2019-2020,offer_institutions,4675,NA,NA,NA,NA
156_2019-2020,offer_institutions,4675,NA,NA,NA,NA
157_2019-2020,offer_institutions,4675,NA,NA,NA,NA
158_2019-2020,offer_institutions,4675,NA,NA,NA,NA
159_2019-2020,offer_institutions,0,NA,NA,NA,NA
160_2019-2020,offer_institutions,3140,Northeast,PUI,USA,US college or university
161_2019-2020,offer_institutions,4675,NA,NA,NA,NA
162_2019-2020,offer_institutions,4675,NA,NA,NA,NA
163_2019-2020,offer_institutions,3693,Pacific,RI,USA,US college or university
164_2019-2020,offer_institutions,1836,Midwest,PUI,USA,US college or university
165_2019-2020,offer_institutions,4675,NA,NA,NA,NA
166_2019-2020,offer_institutions,2536,Midwest,RI,USA,US college or university
167_2019-2020,offer_institutions,4675,NA,NA,NA,NA
168_2019-2020,offer_institutions,4675,NA,NA,NA,NA
169_2019-2020,offer_institutions,4675,NA,NA,NA,NA
170_2019-2020,offer_institutions,4675,NA,NA,NA,NA
171_2019-2020,offer_institutions,2130,Midwest,RI,USA,US college or university
172_2019-2020,offer_institutions,4675,NA,NA,NA,NA
173_2019-2020,offer_institutions,4308,NA,PUI,Eastern Mediterranean,NA
175_2019-2020,offer_institutions,0,NA,NA,NA,NA
176_2019-2020,offer_institutions,3956,Midwest,PUI,USA,US college or university
177_2019-2020,offer_institutions,3704,Southwest,PUI,USA,US college or university
178_2019-2020,offer_institutions,0,NA,NA,NA,NA
179_2019-2020,offer_institutions,3074,Northeast,PUI,USA,US college or university
180_2019-2020,offer_institutions,4675,NA,NA,NA,NA
181_2019-2020,offer_institutions,4675,NA,NA,NA,NA
182_2019-2020,offer_institutions,3375,Northeast,RI,USA,US college or university
183_2019-2020,offer_institutions,4675,NA,NA,NA,NA
184_2019-2020,offer_institutions,4675,NA,NA,NA,NA
185_2019-2020,offer_institutions,4675,NA,NA,NA,NA
186_2019-2020,offer_institutions,4675,NA,NA,NA,NA
187_2019-2020,offer_institutions,4675,NA,NA,NA,NA
188_2019-2020,offer_institutions,1725,Southeast,PUI,USA,US college or university
189_2019-2020,offer_institutions,0,NA,NA,NA,NA
190_2019-2020,offer_institutions,0,NA,NA,NA,NA
191_2019-2020,offer_institutions,4675,NA,NA,NA,NA
192_2019-2020,offer_institutions,4675,NA,NA,NA,NA
193_2019-2020,offer_institutions,4675,NA,NA,NA,NA
194_2019-2020,offer_institutions,3941,Pacific,RI,USA,US college or university
195_2019-2020,offer_institutions,4675,NA,NA,NA,NA
196_2019-2020,offer_institutions,799,Southeast,PUI,USA,US college or university
197_2019-2020,offer_institutions,0,NA,NA,NA,NA
198_2019-2020,offer_institutions,4675,NA,NA,NA,NA
199_2019-2020,offer_institutions,4675,NA,NA,NA,NA
200_2019-2020,offer_institutions,4675,NA,NA,NA,NA
201_2019-2020,offer_institutions,4675,NA,NA,NA,NA
202_2019-2020,offer_institutions,4675,NA,NA,NA,NA
204_2019-2020,offer_institutions,3767,Northeast,RI,USA,US college or university
205_2019-2020,offer_institutions,4675,NA,NA,NA,NA
206_2019-2020,offer_institutions,4675,NA,NA,NA,NA
207_2019-2020,offer_institutions,3738,Midwest,RI,USA,US college or university
208_2019-2020,offer_institutions,4675,NA,NA,NA,NA
209_2019-2020,offer_institutions,4675,NA,NA,NA,NA
210_2019-2020,offer_institutions,4675,NA,NA,NA,NA
211_2019-2020,offer_institutions,1027,Southeast,PUI,USA,US college or university
212_2019-2020,offer_institutions,4336,NA,PUI,Canada,NA
213_2019-2020,offer_institutions,4675,NA,NA,NA,NA
214_2019-2020,offer_institutions,4675,NA,NA,NA,NA
215_2019-2020,offer_institutions,2808,Northeast,PUI,USA,US college or university
216_2019-2020,offer_institutions,3780,Midwest,RI,USA,US college or university
217_2019-2020,offer_institutions,4675,NA,NA,NA,NA
218_2019-2020,offer_institutions,4675,NA,NA,NA,NA
219_2019-2020,offer_institutions,3624,Southeast,PUI,USA,US college or university
220_2019-2020,offer_institutions,4675,NA,NA,NA,NA
221_2019-2020,offer_institutions,3451,Southwest,RI,USA,US college or university
222_2019-2020,offer_institutions,0,NA,NA,NA,NA
223_2019-2020,offer_institutions,4675,NA,NA,NA,NA
224_2019-2020,offer_institutions,4675,NA,NA,NA,NA
225_2019-2020,offer_institutions,4675,NA,NA,NA,NA
226_2019-2020,offer_institutions,4675,NA,NA,NA,NA
227_2019-2020,offer_institutions,4675,NA,NA,NA,NA
228_2019-2020,offer_institutions,0,NA,NA,NA,NA
229_2019-2020,offer_institutions,4675,NA,NA,NA,NA
230_2019-2020,offer_institutions,4354,NA,RI,European,NA
231_2019-2020,offer_institutions,4675,NA,NA,NA,NA
232_2019-2020,offer_institutions,2555,Midwest,RI,USA,US college or university
233_2019-2020,offer_institutions,4675,NA,NA,NA,NA
234_2019-2020,offer_institutions,2788,Pacific,RI,USA,US college or university
235_2019-2020,offer_institutions,4675,NA,NA,NA,NA
236_2019-2020,offer_institutions,4675,NA,NA,NA,NA
237_2019-2020,offer_institutions,4675,NA,NA,NA,NA
238_2019-2020,offer_institutions,4675,NA,NA,NA,NA
239_2019-2020,offer_institutions,4675,NA,NA,NA,NA
240_2019-2020,offer_institutions,4675,NA,NA,NA,NA
241_2019-2020,offer_institutions,3517,Southeast,RI,USA,US college or university
242_2019-2020,offer_institutions,4675,NA,NA,NA,NA
243_2019-2020,offer_institutions,4675,NA,NA,NA,NA
244_2019-2020,offer_institutions,4178,Midwest,PUI,USA,US college or university
244_2019-2020,offer_institutions,4179,Northeast,PUI,USA,US college or university
244_2019-2020,offer_institutions,4180,Rocky Mountains,PUI,USA,US college or university
245_2019-2020,offer_institutions,4675,NA,NA,NA,NA
246_2019-2020,offer_institutions,4675,NA,NA,NA,NA
247_2019-2020,offer_institutions,1063,Midwest,PUI,USA,US college or university
248_2019-2020,offer_institutions,4675,NA,NA,NA,NA
249_2019-2020,offer_institutions,4675,NA,NA,NA,NA
250_2019-2020,offer_institutions,4675,NA,NA,NA,NA
251_2019-2020,offer_institutions,4675,NA,NA,NA,NA
252_2019-2020,offer_institutions,536,Pacific,PUI,USA,US college or university
253_2019-2020,offer_institutions,4675,NA,NA,NA,NA
254_2019-2020,offer_institutions,4675,NA,NA,NA,NA
255_2019-2020,offer_institutions,2440,Midwest,RI,USA,US college or university
256_2019-2020,offer_institutions,3675,Southwest,RI,USA,US college or university
257_2019-2020,offer_institutions,4675,NA,NA,NA,NA
258_2019-2020,offer_institutions,0,NA,NA,NA,NA
259_2019-2020,offer_institutions,0,NA,NA,NA,NA
260_2019-2020,offer_institutions,4675,NA,NA,NA,NA
261_2019-2020,offer_institutions,4675,NA,NA,NA,NA
262_2019-2020,offer_institutions,4675,NA,NA,NA,NA
263_2019-2020,offer_institutions,4675,NA,NA,NA,NA
265_2019-2020,offer_institutions,300,Southwest,RI,USA,US college or university
266_2019-2020,offer_institutions,4675,NA,NA,NA,NA
267_2019-2020,offer_institutions,868,Rocky Mountains,PUI,USA,US college or university
268_2019-2020,offer_institutions,4675,NA,NA,NA,NA
269_2019-2020,offer_institutions,4675,NA,NA,NA,NA
270_2019-2020,offer_institutions,4496,NA,RI,European,NA
271_2019-2020,offer_institutions,4675,NA,NA,NA,NA
272_2019-2020,offer_institutions,0,NA,NA,NA,NA
273_2019-2020,offer_institutions,4675,NA,NA,NA,NA
274_2019-2020,offer_institutions,0,NA,NA,NA,NA
275_2019-2020,offer_institutions,3738,Midwest,RI,USA,US college or university
276_2019-2020,offer_institutions,0,NA,NA,NA,NA
277_2019-2020,offer_institutions,4675,NA,NA,NA,NA
278_2019-2020,offer_institutions,3685,Southeast,RI,USA,US college or university
279_2019-2020,offer_institutions,2404,Northeast,PUI,USA,US college or university
280_2019-2020,offer_institutions,4675,NA,NA,NA,NA
281_2019-2020,offer_institutions,1209,Southeast,PUI,USA,US college or university
281_2019-2020,offer_institutions,1210,Northeast,PUI,USA,US college or university
282_2019-2020,offer_institutions,4675,NA,NA,NA,NA
283_2019-2020,offer_institutions,4675,NA,NA,NA,NA
284_2019-2020,offer_institutions,4454,NA,RI,European,NA
285_2019-2020,offer_institutions,4496,NA,RI,European,NA
286_2019-2020,offer_institutions,4675,NA,NA,NA,NA
287_2019-2020,offer_institutions,4675,NA,NA,NA,NA
288_2019-2020,offer_institutions,4675,NA,NA,NA,NA
289_2019-2020,offer_institutions,4494,NA,RI,Canada,NA
290_2019-2020,offer_institutions,3520,Rocky Mountains,PUI,USA,US college or university
291_2019-2020,offer_institutions,0,NA,NA,NA,NA
292_2019-2020,offer_institutions,0,NA,NA,NA,NA
293_2019-2020,offer_institutions,4675,NA,NA,NA,NA
295_2019-2020,offer_institutions,4497,NA,RI,Canada,NA
296_2019-2020,offer_institutions,4414,NA,RI,Canada,NA
297_2019-2020,offer_institutions,4675,NA,NA,NA,NA
298_2019-2020,offer_institutions,4675,NA,NA,NA,NA
299_2019-2020,offer_institutions,4675,NA,NA,NA,NA
300_2019-2020,offer_institutions,4675,NA,NA,NA,NA
301_2019-2020,offer_institutions,4675,NA,NA,NA,NA
302_2019-2020,offer_institutions,3782,Midwest,RI,USA,US college or university
303_2019-2020,offer_institutions,2547,Southeast,PUI,USA,US college or university
304_2019-2020,offer_institutions,4675,NA,NA,NA,NA
305_2019-2020,offer_institutions,0,NA,NA,NA,NA
306_2019-2020,offer_institutions,0,NA,NA,NA,NA
307_2019-2020,offer_institutions,3773,Midwest,RI,USA,US college or university
308_2019-2020,offer_institutions,4675,NA,NA,NA,NA
309_2019-2020,offer_institutions,4675,NA,NA,NA,NA
310_2019-2020,offer_institutions,0,NA,NA,NA,NA
311_2019-2020,offer_institutions,4675,NA,NA,NA,NA
312_2019-2020,offer_institutions,0,NA,NA,NA,NA
313_2019-2020,offer_institutions,4675,NA,NA,NA,NA
314_2019-2020,offer_institutions,4675,NA,NA,NA,NA
315_2019-2020,offer_institutions,4675,NA,NA,NA,NA
316_2019-2020,offer_institutions,4675,NA,NA,NA,NA
317_2019-2020,offer_institutions,4337,NA,NA,USA,private research institute
318_2019-2020,offer_institutions,0,NA,NA,NA,NA
319_2019-2020,offer_institutions,4675,NA,NA,NA,NA
320_2019-2020,offer_institutions,4675,NA,NA,NA,NA
321_2019-2020,offer_institutions,3529,Southwest,RI,USA,US college or university
322_2019-2020,offer_institutions,4675,NA,NA,NA,NA
323_2019-2020,offer_institutions,3704,Southwest,PUI,USA,US college or university
324_2019-2020,offer_institutions,4157,Midwest,RI,USA,US college or university
325_2019-2020,offer_institutions,958,Northeast,RI,USA,US college or university
326_2019-2020,offer_institutions,4675,NA,NA,NA,NA
327_2019-2020,offer_institutions,4675,NA,NA,NA,NA
328_2019-2020,offer_institutions,3742,Midwest,RI,USA,US college or university
329_2019-2020,offer_institutions,4675,NA,NA,NA,NA
330_2019-2020,offer_institutions,3444,Southwest,PUI,USA,US college or university
331_2019-2020,offer_institutions,4675,NA,NA,NA,NA
332_2019-2020,offer_institutions,4675,NA,NA,NA,NA
333_2019-2020,offer_institutions,4149,Southeast,PUI,USA,US college or university
334_2019-2020,offer_institutions,4675,NA,NA,NA,NA
335_2019-2020,offer_institutions,4675,NA,NA,NA,NA
336_2019-2020,offer_institutions,4675,NA,NA,NA,NA
337_2019-2020,offer_institutions,4675,NA,NA,NA,NA
338_2019-2020,offer_institutions,3530,Southwest,RI,USA,US college or university
339_2019-2020,offer_institutions,4675,NA,NA,NA,NA
340_2019-2020,offer_institutions,816,Northeast,PUI,USA,US college or university
341_2019-2020,offer_institutions,4675,NA,NA,NA,NA
342_2019-2020,offer_institutions,3725,Southeast,RI,USA,US college or university
343_2019-2020,offer_institutions,4675,NA,NA,NA,NA
344_2019-2020,offer_institutions,0,NA,NA,NA,NA
345_2019-2020,offer_institutions,4675,NA,NA,NA,NA
346_2019-2020,offer_institutions,0,NA,NA,NA,NA
347_2019-2020,offer_institutions,4675,NA,NA,NA,NA
348_2019-2020,offer_institutions,4675,NA,NA,NA,NA
349_2019-2020,offer_institutions,4675,NA,NA,NA,NA
350_2019-2020,offer_institutions,4675,NA,NA,NA,NA
351_2019-2020,offer_institutions,4675,NA,NA,NA,NA
352_2019-2020,offer_institutions,0,NA,NA,NA,NA
353_2019-2020,offer_institutions,4675,NA,NA,NA,NA
354_2019-2020,offer_institutions,3867,Northeast,RI,USA,US college or university
355_2019-2020,offer_institutions,0,NA,NA,NA,NA
356_2019-2020,offer_institutions,0,NA,NA,NA,NA
357_2019-2020,offer_institutions,4675,NA,NA,NA,NA
358_2019-2020,offer_institutions,4455,NA,RI,Canada,NA
359_2019-2020,offer_institutions,4675,NA,NA,NA,NA
360_2019-2020,offer_institutions,4675,NA,NA,NA,NA
361_2019-2020,offer_institutions,4675,NA,NA,NA,NA
362_2019-2020,offer_institutions,0,NA,NA,NA,NA
363_2019-2020,offer_institutions,4675,NA,NA,NA,NA
364_2019-2020,offer_institutions,4675,NA,NA,NA,NA
365_2019-2020,offer_institutions,4486,NA,RI,Canada,NA
366_2019-2020,offer_institutions,4675,NA,NA,NA,NA
367_2019-2020,offer_institutions,0,NA,NA,NA,NA
368_2019-2020,offer_institutions,0,NA,NA,NA,NA
369_2019-2020,offer_institutions,0,NA,NA,NA,NA
370_2019-2020,offer_institutions,4675,NA,NA,NA,NA
371_2019-2020,offer_institutions,0,NA,NA,NA,NA
372_2019-2020,offer_institutions,0,NA,NA,NA,NA
373_2019-2020,offer_institutions,4675,NA,NA,NA,NA
374_2019-2020,offer_institutions,0,NA,NA,NA,NA
375_2019-2020,offer_institutions,4675,NA,NA,NA,NA
376_2019-2020,offer_institutions,4675,NA,NA,NA,NA
377_2019-2020,offer_institutions,4675,NA,NA,NA,NA
378_2019-2020,offer_institutions,4675,NA,NA,NA,NA
379_2019-2020,offer_institutions,0,NA,NA,NA,NA
380_2019-2020,offer_institutions,4675,NA,NA,NA,NA
381_2019-2020,offer_institutions,4675,NA,NA,NA,NA
382_2019-2020,offer_institutions,4675,NA,NA,NA,NA
383_2019-2020,offer_institutions,4675,NA,NA,NA,NA
384_2019-2020,offer_institutions,3640,Northeast,PUI,USA,US college or university
385_2019-2020,offer_institutions,4675,NA,NA,NA,NA
386_2019-2020,offer_institutions,0,NA,NA,NA,NA
387_2019-2020,offer_institutions,4675,NA,NA,NA,NA
388_2019-2020,offer_institutions,4675,NA,NA,NA,NA
389_2019-2020,offer_institutions,4675,NA,NA,NA,NA
390_2019-2020,offer_institutions,4675,NA,NA,NA,NA
391_2019-2020,offer_institutions,4675,NA,NA,NA,NA
392_2019-2020,offer_institutions,4470,NA,RI,Canada,NA
393_2019-2020,offer_institutions,4675,NA,NA,NA,NA
394_2019-2020,offer_institutions,2479,Midwest,PUI,USA,US college or university
395_2019-2020,offer_institutions,4675,NA,NA,NA,NA
396_2019-2020,offer_institutions,0,NA,NA,NA,NA
397_2019-2020,offer_institutions,4675,NA,NA,NA,NA
398_2019-2020,offer_institutions,4675,NA,NA,NA,NA
399_2019-2020,offer_institutions,4675,NA,NA,NA,NA
400_2019-2020,offer_institutions,4675,NA,NA,NA,NA
401_2019-2020,offer_institutions,4675,NA,NA,NA,NA
402_2019-2020,offer_institutions,4675,NA,NA,NA,NA
403_2019-2020,offer_institutions,4675,NA,NA,NA,NA
404_2019-2020,offer_institutions,4675,NA,NA,NA,NA
405_2019-2020,offer_institutions,4675,NA,NA,NA,NA
406_2019-2020,offer_institutions,4675,NA,NA,NA,NA
407_2019-2020,offer_institutions,4675,NA,NA,NA,NA
408_2019-2020,offer_institutions,4675,NA,NA,NA,NA
409_2019-2020,offer_institutions,4675,NA,NA,NA,NA
410_2019-2020,offer_institutions,4675,NA,NA,NA,NA
411_2019-2020,offer_institutions,4675,NA,NA,NA,NA
412_2019-2020,offer_institutions,4675,NA,NA,NA,NA
413_2019-2020,offer_institutions,4675,NA,NA,NA,NA
414_2019-2020,offer_institutions,4675,NA,NA,NA,NA
415_2019-2020,offer_institutions,4675,NA,NA,NA,NA
416_2019-2020,offer_institutions,4675,NA,NA,NA,NA
417_2019-2020,offer_institutions,4675,NA,NA,NA,NA
418_2019-2020,offer_institutions,0,NA,NA,NA,NA
419_2019-2020,offer_institutions,4675,NA,NA,NA,NA
420_2019-2020,offer_institutions,4675,NA,NA,NA,NA
421_2019-2020,offer_institutions,4675,NA,NA,NA,NA
422_2019-2020,offer_institutions,4675,NA,NA,NA,NA
423_2019-2020,offer_institutions,4675,NA,NA,NA,NA
424_2019-2020,offer_institutions,4675,NA,NA,NA,NA
425_2019-2020,offer_institutions,4675,NA,NA,NA,NA
426_2019-2020,offer_institutions,4675,NA,NA,NA,NA
427_2019-2020,offer_institutions,4675,NA,NA,NA,NA
428_2019-2020,offer_institutions,4675,NA,NA,NA,NA
429_2019-2020,offer_institutions,4675,NA,NA,NA,NA
430_2019-2020,offer_institutions,4675,NA,NA,NA,NA
431_2019-2020,offer_institutions,3609,Midwest,PUI,USA,US college or university
432_2019-2020,offer_institutions,0,NA,NA,NA,NA
433_2019-2020,offer_institutions,4675,NA,NA,NA,NA
434_2019-2020,offer_institutions,4675,NA,NA,NA,NA
435_2019-2020,offer_institutions,0,NA,NA,NA,NA
436_2019-2020,offer_institutions,4675,NA,NA,NA,NA
437_2019-2020,offer_institutions,4675,NA,NA,NA,NA
438_2019-2020,offer_institutions,4675,NA,NA,NA,NA
439_2019-2020,offer_institutions,513,Midwest,PUI,USA,US college or university
440_2019-2020,offer_institutions,1405,Southeast,RI,USA,US college or university
441_2019-2020,offer_institutions,4675,NA,NA,NA,NA
442_2019-2020,offer_institutions,4675,NA,NA,NA,NA
443_2019-2020,offer_institutions,4675,NA,NA,NA,NA
444_2019-2020,offer_institutions,4675,NA,NA,NA,NA
445_2019-2020,offer_institutions,4675,NA,NA,NA,NA
446_2019-2020,offer_institutions,4675,NA,NA,NA,NA
447_2019-2020,offer_institutions,4675,NA,NA,NA,NA
448_2019-2020,offer_institutions,4675,NA,NA,NA,NA
449_2019-2020,offer_institutions,4675,NA,NA,NA,NA
450_2019-2020,offer_institutions,4464,NA,RI,Canada,NA
451_2019-2020,offer_institutions,4675,NA,NA,NA,NA
452_2019-2020,offer_institutions,4675,NA,NA,NA,NA
453_2019-2020,offer_institutions,4675,NA,NA,NA,NA
454_2019-2020,offer_institutions,4675,NA,NA,NA,NA
455_2019-2020,offer_institutions,4675,NA,NA,NA,NA
456_2019-2020,offer_institutions,4675,NA,NA,NA,NA
